sample_id	sample_name	alias	development_phase	mechanistic_class	mechanisms_cellular	target_class	gene_symbol_1	gene_symbol_2	gene_symbol_3	gene_symbol_4	gene_symbol_5	moa1	moa2	moa3	moa4	moa5	binary_pharmacology	general_indication	cas	target_subcat	class	primary_mechanism	additional_mechanisms	mechanisms_cellular_apoptosis	mechanisms_cellular_angiogenesis	mechanisms_cellular_signal_transduction
NCGC00025179-13	Mifepristone	NA	Approved	Transcription regulation	Signal Transduction Modulators	Transcription factor	PGR	NR3C1	NA	AR	NA	Progesterone Receptor Antagonist	Glucocorticoid Receptor Antagonist	Internal Ribosomal Entry Site (IRES) Inhibitor	Androgen Receptor Ligand	NA	Antagonist	Metabolic Disorders	84371-65-3	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00159349-07	Levonorgestrel	NA	Approved	Transcription regulation	NA	Transcription factor	PGR	NA	NA	NA	NA	Progesterone Receptor Agonist	NA	NA	NA	NA	Agonist	Metabolic Disorders	797-63-7	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00346502-01	Dienogest	NA	Approved	Transcription regulation	NA	Transcription factor	PGR	NA	NA	NA	NA	Progesterone Receptor Agonist	NA	NA	NA	NA	Agonist	Metabolic Disorders	65928-58-7	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00095023-04	Ethisterone	NA	Not determined	Transcription regulation	NA	Transcription factor	PGR	NA	NA	NA	NA	Progesterone Receptor Agonist	NA	NA	NA	NA	Agonist	Metabolic Disorders	434-03-7	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00263565-02	Gestodene	NA	Phase II	Transcription regulation	NA	Transcription factor	PGR	NA	NA	NA	NA	Progesterone Receptor Agonist	NA	NA	NA	NA	Agonist	Metabolic Disorders	60282-87-3	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00346457-01	Copanlisib	BAY-80-6946	Approved	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CA	PIK3CD	NA	NA	NA	Phosphatidylinositol 3-Kinase alpha isoform Inhibitor	Phosphatidylinositol 3-kinase delta isoform Inhibitor	NA	NA	NA	Inhibitor	Oncology	1032568-63-0	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346717-01	Alpelisib	BYL-719	Approved	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CA	NA	NA	NA	NA	Phosphatidylinositol 3-Kinase alpha isoform Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	1217486-61-7	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346509-01	GSK-615	NA	Discontinued	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CA	NA	NA	NA	NA	Phosphatidylinositol 3-Kinase alpha isoform Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	958852-01-2	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00187482-03	Pictilisib	GDC-0941 dimethanesulfonate	Phase I	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CA	NA	NA	NA	NA	Phosphatidylinositol 3-Kinase alpha isoform Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	957054-33-0	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346492-01	XL-147 analog	NA	Phase I	Cell signaling	NA	Kinase	PIK3CA	NA	NA	NA	NA	Phosphatidylinositol 3-Kinase alpha isoform Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	956958-53-5	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00346659-01	PF-04691502	NA	Phase I	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CA	MTOR	NA	NA	NA	Phosphatidylinositol 3-Kinase alpha isoform Inhibitor	Serine/threonine-protein kinase mTOR Inhibitor	NA	NA	NA	Inhibitor	Oncology	1013101-36-4	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346484-01	ZSTK-474	NA	Phase I/II	Cell signaling	Angiogenesis Inhibitors|Signal Transduction Modulators|	Kinase	PIK3CA	NA	NA	NA	NA	Phosphatidylinositol 3-Kinase alpha isoform Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	475110-96-4	NA	NA	NA	NA	FALSE	TRUE	TRUE
NCGC00346508-01	TG-100115	NA	Phase I/II	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CA	NA	NA	NA	NA	Phosphatidylinositol 3-Kinase alpha isoform Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	677297-51-7	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346681-01	NVP-BGT226	NA	Phase I/II	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CA	MTOR	NA	NA	NA	Phosphatidylinositol 3-Kinase alpha isoform Inhibitor	Serine/threonine-protein kinase mTOR Inhibitor	NA	NA	NA	Inhibitor	Oncology	1245537-68-1	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00263109-02	Apitolisib	GDC-0980	Phase II	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CA	MTOR	NA	NA	NA	Phosphatidylinositol 3-Kinase alpha isoform Inhibitor	Serine/threonine-protein kinase mTOR Inhibitor	NA	NA	NA	Inhibitor	Oncology	1032754-93-0	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00238452-02	Enzastaurin	LY-317615	Phase III	Cell signaling	Angiogenesis Inhibitors|Signal Transduction Modulators|	Kinase	PIK3CA	NA	PRKCB	NA	NA	Phosphatidylinositol 3-Kinase alpha isoform Inhibitor	AKT serine/threonine kinase Inhibitor	Protein kinase C beta type Inhibitor	NA	NA	Inhibitor	Oncology	170364-57-5	NA	NA	NA	NA	FALSE	TRUE	TRUE
NCGC00015622-02	LY-294002	NA	Preclinical	Cell signaling	Antimitotic Drugs|DNA Repair Inhibitors|Signal Transduction Modulators|	Kinase	PIK3CA	ELANE	PRKDC	MTOR	PLK1	Phosphatidylinositol 3-Kinase alpha isoform Inhibitor	Neurophil Elastase Release Inhibitor	DNA-Dependent Protein Kinase Inhibitor	Serine/threonine-protein kinase mTOR Inhibitor	Serine/threonine-protein kinase PLK1 Inhibitor	Inhibitor	Oncology	934389-88-5	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00238454-02	PIK-90	NA	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CA	NA	NA	NA	NA	Phosphatidylinositol 3-Kinase alpha isoform Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	677338-12-4	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00263088-01	BAG-956	NA	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CA	PDPK1	NA	NA	NA	Phosphatidylinositol 3-Kinase alpha isoform Inhibitor	3-Phosphoinositide-dependent protein kinase Inhibitor	NA	NA	NA	Inhibitor	Oncology	853910-02-8	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00263223-01	CAY-10626	NA	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CA	MTOR	NA	NA	NA	Phosphatidylinositol 3-Kinase alpha isoform Inhibitor	Serine/threonine-protein kinase mTOR Inhibitor	NA	NA	NA	Inhibitor	Oncology	1202884-94-3	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00345447-02	3-Methyladenine	3-MA	Preclinical	Cell signaling	Autophagy Inhibitors	Kinase	PIK3CA	NA	NA	NA	NA	Phosphatidylinositol 3-Kinase alpha isoform Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	5142-23-4	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00345783-01	17-hydroxy Wortmannin	NA	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CA	NA	NA	NA	NA	Phosphatidylinositol 3-Kinase alpha isoform Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	58053-83-1	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00345838-01	GNE-493	NA	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CA	PIK3CG	MTOR	PIK3CD	NA	Phosphatidylinositol 3-Kinase alpha isoform Inhibitor	Phosphatidylinositol 3-kinase catalytic subunit gamma Inhibitor	Serine/threonine-protein kinase mTOR Inhibitor	Phosphatidylinositol 3-Kinase catalytic subunit delta Inhibitor	NA	Inhibitor	Oncology	1033735-94-2	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00345849-01	NIBR-17	NA	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CA	PIK3CG	NA	NA	NA	Phosphatidylinositol 3-Kinase alpha isoform Inhibitor	Phosphatidylinositol 3-kinase gamma isoform Inhibitor	NA	NA	NA	Inhibitor	Oncology	944396-88-7	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00345851-01	GNE-477	NA	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CA	NA	NA	NA	NA	Phosphatidylinositol 3-Kinase alpha isoform Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	1032754-81-6	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346500-01	PIK-75	NA	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CA	NA	NA	NA	NA	Phosphatidylinositol 3-Kinase alpha isoform Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	372196-77-5	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346536-01	PIK-93	NA	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CA	PIK4KB	NA	NA	NA	Phosphatidylinositol 3-Kinase alpha isoform Inhibitor	Phosphatidylinositol 4-kinase beta Inhibitor	NA	NA	NA	Inhibitor	Oncology	593960-11-3	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346614-01	PIK-294	NA	Preclinical	Cell signaling	NA	Kinase	PIK3CA	NA	NA	NA	NA	Phosphatidylinositol 3-Kinase delta isoform Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	900185-02-6	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00346624-01	A-66	NA	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CA	NA	NA	NA	NA	Phosphatidylinositol 3-Kinase alpha isoform Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	1166227-08-2	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346649-01	PKI-402	NA	Preclinical	Cell signaling	Apoptosis Inducers|Signal Transduction Modulators|	Kinase	PIK3CA	MTOR	NA	NA	NA	Phosphatidylinositol 3-Kinase alpha isoform Inhibitor	Serine/threonine-protein kinase mTOR Inhibitor	NA	NA	NA	Inhibitor	Oncology	1173204-81-3	NA	NA	NA	NA	TRUE	FALSE	TRUE
NCGC00263154-01	AZD-6482	NA	Discontinued	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CB	PIK3CD	NA	NA	NA	Phosphatidylinositol 3-Kinase beta isoform Inhibitor	Phosphatidylinositol 3-kinase delta isoform Inhibitor	NA	NA	NA	Inhibitor	Oncology	1173900-33-8	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00250408-01	Omipalisib	GSK-2126458	Phase I	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CB	MTOR	PIK3CA	PIK3CG	MTOR	Phosphatidylinositol 3-Kinase beta isoform Inhibitor	mTOR Complex 1 (mTORC1) Inhibitor	Phosphatidylinositol 3-Kinase catalytic subunit alpha Inhibitor	Phosphatidylinositol 3-Kinase catalytic subunit gamma Inhibitor	mTOR Complex 2 (mTORC2) Inhibitor	Inhibitor	Oncology	1086062-66-9	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00345796-01	GSK-2636771	NA	Phase I/II	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CB	NA	NA	NA	NA	Phosphatidylinositol 3-Kinase beta isoform Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	1372540-25-4	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00262604-01	Buparlisib	BKM-120	Phase II	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CB	PIK3CA	PIK3CG	PIK3CD	NA	Phosphatidylinositol 3-Kinase beta isoform Inhibitor	Phosphatidylinositol 3-kinase alpha isoform Inhibitor	Phosphatidylinositol 3-Kinase catalytic subunit gamma Inhibitor	Phosphatidylinositol 3-Kinase catalytic subunit delta Inhibitor	NA	Inhibitor	Oncology	944396-07-0	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346692-01	Fimepinostat	CUDC-907	Phase II	Cell signaling	Epigenetic Modifier Modulators|Signal Transduction Modulators|	Kinase	PIK3CB	HDAC6	PIK3CA	HDAC2	PIK3CD	Phosphatidylinositol 3-Kinase beta isoform Inhibitor	Histone deacetylase 6, class IIB Inhibitor	Phosphatidylinositol 3-Kinase alpha isoform Inhibitor	Histone deacetylase 2, class I Inhibitor	Phosphatidylinositol 3-Kinase catalytic subunit delta Inhibitor	Inhibitor	Oncology	1339928-25-4	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00187906-01	PI-103	NA	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CB	PIK3CA	PIK3CG	MTOR	PIK3CD	Phosphatidylinositol 3-Kinase beta isoform Inhibitor	Phosphatidylinositol 3-kinase alpha isoform Inhibitor	Phosphatidylinositol 3-Kinase catalytic subunit gamma Inhibitor	Serine/threonine-protein kinase mTOR Inhibitor	Phosphatidylinositol 3-Kinase catalytic subunit delta Inhibitor	Inhibitor	Oncology	371935-74-9	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00345837-01	GNE-490	NA	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CB	PIK3CA	PIK3CG	PIK3CD	NA	Phosphatidylinositol 3-Kinase beta isoform Inhibitor	Phosphatidylinositol 3-kinase alpha isoform Inhibitor	Phosphatidylinositol 3-Kinase catalytic subunit gamma Inhibitor	Phosphatidylinositol 3-Kinase catalytic subunit delta Inhibitor	NA	Inhibitor	Oncology	1033739-92-2	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346495-01	TGX-221	NA	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CB	NA	NA	NA	NA	Phosphatidylinositol 3-Kinase beta isoform Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	663619-89-4	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346650-01	CH-5132799	NA	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CB	PIK3CA	PIK3CG	NA	NA	Phosphatidylinositol 3-Kinase beta isoform Inhibitor	Phosphatidylinositol 3-kinase alpha isoform Inhibitor	Phosphatidylinositol 3-Kinase catalytic subunit gamma Inhibitor	NA	NA	Inhibitor	Oncology	1007207-67-1	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00262603-01	Idelalisib	CAL-101	Approved	Cell signaling	Apoptosis Inducers|Signal Transduction Modulators|	Kinase	PIK3CD	ABCB1	ABCG2	ELANE	PIK3CD	Phosphatidylinositol 3-Kinase delta isoform Inhibitor	Multidrug resistance protein 1 Inhibitor	Breast Cancer-Resistant Protein Inhibitor	Neutrophil Elastase Release Inhibitor	Phosphatidylinositol 3-Kinase delta isoform Inhibitor	Inhibitor	Oncology	870281-82-6	NA	NA	NA	NA	TRUE	FALSE	TRUE
NCGC00168114-03	IC-87114	NA	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CD	NA	NA	NA	NA	Phosphatidylinositol 3-Kinase delta isoform Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	371242-69-2	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346579-01	PIK-293	NA	Preclinical	Cell signaling	NA	Kinase	PIK3CD	NA	NA	NA	NA	Phosphatidylinositol 3-Kinase delta isoform Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	900185-01-5	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00185997-03	AS-252424	NA	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CG	NA	NA	NA	NA	Phosphatidylinositol 3-Kinase gamma isoform Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	900515-16-4	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00186009-03	AS-604850	NA	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CG	NA	NA	NA	NA	Phosphatidylinositol 3-Kinase gamma isoform Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	648449-76-7	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00186030-03	AS-605240	NA	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	PIK3CG	NA	NA	NA	NA	Phosphatidylinositol 3-Kinase gamma isoform Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	648450-29-7	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346625-01	CAY10505	NA	Preclinical	Cell signaling	NA	Kinase	PIK3CG	NA	NA	NA	NA	Phosphatidylinositol 3-Kinase gamma isoform Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	1218777-13-9	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00346683-01	YM-201636	NA	Preclinical	Cell signaling	NA	Kinase	PIKFYVE	NA	NA	NA	NA	1-Phophatidylinositol 3-phosphate 5-kinase Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	371942-69-7	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00263186-02	SGI-1776	SG-0407	Discontinued	Cell signaling	Apoptosis Inducers|Signal Transduction Modulators|	Kinase	PIM1	NA	FLT3	NA	NA	Serine/threonine-protein kinase pim-1 Inhibitor	Serine/threonine-protein kinase PIM Inhibitor Inhibitor	Receptor-type tyrosine-protein kinase FLT3 Inhibitor	NA	NA	Inhibitor	Oncology	1025065-69-3	NA	NA	NA	NA	TRUE	FALSE	TRUE
NCGC00242499-01	Pim 1 Inhibitor 2	NA	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	PIM1	NA	NA	NA	NA	Serine/threonine-protein kinase pim-1 Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	477845-12-8	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00345836-01	SMI-4a	NA	Preclinical	Cell signaling	Apoptosis Inducers|Signal Transduction Modulators|	Kinase	PIM1	AKR1B1	PIM2	NA	NA	Serine/threonine-protein kinase pim-1 Inhibitor	Aldose Reductase Inhibitor	Serine/threonine-protein kinase pim-2 Inhibitor	NA	NA	Inhibitor	Oncology	327033-36-3	NA	NA	NA	NA	TRUE	FALSE	TRUE
NCGC00346935-01	CX-6258	NA	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	PIM1	PIM3	PIM2	NA	NA	Serine/threonine-protein kinase pim-1 Inhibitor	Serine/threonine-protein kinase PIM3 Inhibitor	Serine/threonine-protein kinase pim-2 Inhibitor	NA	NA	Inhibitor	Oncology	1202916-90-2	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346465-01	GDC-0349	RG-7603	Discontinued	Cell signaling	Signal Transduction Modulators	Kinase	PIM3	NA	NA	NA	NA	Serine/threonine-protein kinase pim-3 Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	1207360-89-1	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00185916-06	DASA-58	NA	Preclinical	Cell signaling	NA	Kinase	PKM	NA	NA	NA	NA	Pyruvate kinase M2 Activator	NA	NA	NA	NA	Activator	Oncology	1203494-49-8	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00186528-04	TEPP-46	NA	Preclinical	Cell signaling	NA	Kinase	PKM	NA	NA	NA	NA	Pyruvate kinase M2 Activator	NA	NA	NA	NA	Activator	Oncology	1221186-53-3	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00242490-02	PD-166285	NA	Preclinical	Cell signaling	Signal Transduction Modulators	Kinase	PKMYT1	WEE1	NA	NA	NA	Membrane-associated tyrosine-and threonine-specific cdc2-inhibitory kinase Inhibitor	Wee1-like protein kinase Inhibitor	NA	NA	NA	Inhibitor	Oncology	212391-63-4	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00250389-01	CDIBA	NA	Not determined	Metabolism	Signal Transduction Modulators	Fatty acid/lipid metabolism	PLA2	NA	NA	NA	NA	Cytosolic Phospholipase A2 Inhibitor	NA	NA	NA	NA	Inhibitor	Metabolic Disorders	479422-22-5	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346491-01	Varespladib	NA	Phase II	Metabolism	Signal Transduction Modulators	Fatty acid/lipid metabolism	PLA2G2A	NA	NA	NA	NA	Secretory Phospholipase A2 (sPLA2) Inhibitor	NA	NA	NA	NA	Inhibitor	Metabolic Disorders	172732-68-2	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346594-01	Oleanolic acid	NA	Preclinical	Metabolism	NA	Fatty acid/lipid metabolism	PLA2G5	NA	NA	NA	NA	Secretory Phospholipase A2 (sPLA2) Inhibitor	NA	NA	NA	NA	Inhibitor	Metabolic Disorders	508-02-1	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00167565-01	Carbazochrome	AC-17	Approved	Metabolism	NA	Fatty acid/lipid metabolism	PLA2G7	NA	NA	NA	NA	Secretory Phospholipase A2 (sPLA2) Inhibitor	NA	NA	NA	NA	Inhibitor	Metabolic Disorders	51460-26-5	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00015092-09	Aminocaproic acid	NA	Approved	Cell homeostasis	NA	Protease	PLAT	NA	NA	NA	NA	Plasminogen Inhibitor	NA	NA	NA	NA	Inhibitor	Metabolic Disorders	60-32-2	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00016569-08	Tranexamic acid	NA	Approved	Cell homeostasis	NA	Protease	PLAT	NA	NA	NA	NA	Tissue-Type Plasminogen Activator Inhibitor	NA	NA	NA	NA	Inhibitor	Metabolic Disorders	1197-18-8	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00025091-04	U-73122	NA	Preclinical	Metabolism	Signal Transduction Modulators	Fatty acid/lipid metabolism	PLCG1	NA	NA	NA	NA	Phospholipase C Inhibitor	NA	NA	NA	NA	Inhibitor	Metabolic Disorders	112648-68-7	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00263112-01	GSK-461364A	NA	Phase I	Cell signaling	Antimitotic Drugs|Signal Transduction Modulators|	Kinase	PLK1	NA	NA	NA	NA	Serine/threonine-protein kinase PLK1 Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	929095-18-1	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00253438-01	BI-2536	NA	Phase II	Cell signaling	Antimitotic Drugs|Epigenetic Modifier Modulators|Signal Transduction Modulators|	Kinase	PLK1	BRD4	NA	NA	NA	Serine/threonine-protein kinase PLK1 Inhibitor	Bromodomain-Containing Protein 4 (Brd4) Inhibitor	NA	NA	NA	Inhibitor	Oncology	755038-02-9	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00263087-01	Volasertib	BI-6727	Phase III	Cell signaling	Antimitotic Drugs|Signal Transduction Modulators|	Kinase	PLK1	NA	NA	NA	NA	Serine/threonine-protein kinase PLK1 Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	755038-65-4	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00242217-04	GW-843682X	NA	Preclinical	Cell signaling	Antimitotic Drugs|Signal Transduction Modulators|	Kinase	PLK1	PLK3	NA	NA	NA	Serine/threonine-protein kinase PLK1 Inhibitor	Serine/threonine-protein kinase PLK3 Inhibitor	NA	NA	NA	Inhibitor	Oncology	660868-91-7	NA	NA	NA	NA	FALSE	FALSE	TRUE
NCGC00346565-01	Elvitegravir	NA	Approved	Anti-microbial	NA	Anti-viral	pol	NA	NA	NA	NA	Anti-viral	Viral Reverse Transcriptase/Ribonuclease H Inhibitor	NA	NA	NA	Inhibitor	Infectious Disease	697761-98-1	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00017248-10	Embelin	NA	Preclinical	Anti-microbial	Apoptosis Inducers|Signal Transduction Modulators|	Anti-viral	pol	XIAP	NA	NA	NA	Anti-viral	E3 ubiquitin-protein ligase XIAP Inhibitor	NA	NA	NA	Inhibitor	Infectious Disease	550-24-3	NA	NA	NA	NA	TRUE	FALSE	TRUE
NCGC00022567-08	Cladribine	NSC-105014	Approved	Metabolism	Apoptosis Inducers	Nucleotide metabolism	POLA1	RRM1	RRM2	ADA	NA	DNA Polymerase Inhibitor	Ribonucleoside-Diphosphate Reductase Inhibitor	Ribonucleotide reductase Inhibitor	Adenosine Deaminase Inhibitor	NA	Inhibitor	Oncology	4291-63-8	NA	NA	NA	NA	TRUE	FALSE	FALSE
NCGC00164553-03	Clofarabine	GZ-393590	Approved	Metabolism	NA	Nucleotide metabolism	POLA1	RRM1	RRM1	NA	NA	DNA Polymerase Inhibitor	Ribonucleoside-diphosphate reductase Inhibitor	Ribonucleoside-diphosphate reductase Inhibitor	NA	NA	Inhibitor	Oncology	123318-82-1	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00168784-01	Gemcitabine	NA	Approved	Metabolism	NA	Nucleotide metabolism	POLA1	RRM1	RRM2	NA	NA	DNA Polymerase Inhibitor	Ribonucleoside-Diphosphate Reductase Inhibitor	Ribonucleotide reductase Inhibitor	NA	NA	Inhibitor	Oncology	122111-03-9	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00181098-01	Nelarabine	NSC-686673	Approved	Metabolism	NA	Nucleotide metabolism	POLA1	RRM1	RRM2	ADA	NA	DNA Polymerase Inhibitor	Ribonucleoside-Diphosphate Reductase Inhibitor	Ribonucleotide reductase Inhibitor	Adenosine Deaminase Inhibitor	NA	Inhibitor	Oncology	121032-29-9	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00182047-02	Fludarabine Phosphate	NSC-312887	Approved	Metabolism	NA	Nucleotide metabolism	POLA1	RRM1	RRM2	NA	NA	DNA Polymerase Inhibitor	Ribonucleoside-Diphosphate Reductase Inhibitor	Ribonucleotide reductase Inhibitor	NA	NA	Inhibitor	Oncology	75607-67-9	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00093356-08	Cytarabine	NSC-63878	Approved	Cell cycle	NA	DNA Polymerase	POLB	NA	NA	NA	NA	DNA-Directed DNA Polymerase Inhibitor	Antimetabolite	NA	NA	NA	Inhibitor	Oncology	147-94-4	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00159341-03	Lamivudine	NA	Approved	Cell cycle	NA	DNA Polymerase	POLB	ABCG2	NA	NA	NA	DNA-Directed DNA Polymerase Inhibitor	Breast Cancer-Resistant Protein Inhibitor	DNA-Directed DNA Polymerase Inhibitor	Viral Reverse Transcriptase (HIV-1) Inhibitor	Viral Reverse Transcriptase Inhibitor	Inhibitor	Oncology	134678-17-4	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00183848-01	Troxacitabine	NA	Discontinued	Cell cycle	NA	DNA Polymerase	POLB	NA	NA	NA	NA	DNA-Directed DNA Polymerase Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	145918-75-8	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00018238-08	Oxibendazole	SK&F-30310	Phase III	Cell cycle	NA	DNA Polymerase	POLB	NA	NA	NA	NA	DNA-Directed DNA Polymerase Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	20559-55-1	NA	NA	NA	NA	FALSE	FALSE	FALSE
NCGC00346627-01	CX-5461	NA	Phase I/II	Cell cycle	NA	DNA Polymerase	POLR2A	NA	NA	NA	NA	DNA-Directed RNA Polymerase Inhibitor	NA	NA	NA	NA	Inhibitor	Oncology	1138549-36-6	NA	NA	NA	NA	FALSE	FALSE	FALSE
